beer_id,name,brewery,style,alcohol,release_date,rating,ibu,hops,malts,additives
7540,Imperial Whiskey Stout 012,Leo Barrel,Stout - Imperial / Double,6.8,2021-06-02,3.92,60,unknown,unknown,unknown
7541,Red Wine Belgian Saison 011,Leo Barrel,Farmhouse Ale - Saison,6.8,2021-02-08,3.72,30,unknown,unknown,unknown
7542,Tequila Imperial Pumpkin Ale 010,Leo Barrel,Pumpkin / Yam Beer,6.8,2021-02-08,3.92,33,unknown,unknown,unknown
7543,Whiskey Brown Ale 005,Leo Barrel,Brown Ale - Other,6.8,2020-10-03,3.78,27,unknown,unknown,unknown
7544,St. Martin's,Lepi Dečki Brewery,Kölsch,4.5,2020-08-10,3.22,18,unknown,unknown,unknown
7545,Cuvée Watou Rouge,Leroy Breweries,Fruit Beer,6.8,2017-11-01,3.18,15,unknown,unknown,unknown
7546,Blanche Watou Witbier (2016-),Leroy Breweries,Wheat Beer - Witbier / Blanche,4.8,2017-07-01,3.15,10,unknown,unknown,unknown
7547,Cuvée Watou,Leroy Breweries,Belgian Strong Golden Ale,6.8,2017-04-28,3.34,26,unknown,unknown,unknown
7548,Cuvée Kapittel,Leroy Breweries,Belgian Strong Golden Ale,6.8,2015-10-24,3.3,26,unknown,unknown,unknown
7549,SAS Export,Leroy Breweries,Pilsner - Other,5,2013-12-05,3.17,27,unknown,unknown,unknown
7550,Sas Pils,Leroy Breweries,Pilsner - Other,5,2012-04-23,2.88,27,unknown,unknown,unknown
7551,Kapittel Prior,Leroy Breweries,Belgian Strong Dark Ale,6.8,2011-01-09,3.45,26,unknown,unknown,unknown
7552,Kapittel Dubbel,Leroy Breweries,Belgian Dubbel,6.8,2010-12-25,3.25,10,unknown,unknown,unknown
7553,Kapittel Blond,Leroy Breweries,Belgian Blonde,6.5,2010-12-04,3.25,23,unknown,unknown,unknown
7554,Kapittel Pater,Leroy Breweries,Brown Ale - Belgian,6,2010-08-21,3.1,20,unknown,unknown,unknown
7555,Kapittel Tripel Abt,Leroy Breweries,Belgian Tripel,6.8,2010-08-21,3.53,27,unknown,unknown,unknown
7556,Poperings Hommelbier,Leroy Breweries,Belgian Strong Golden Ale,6.8,2010-08-21,3.46,40,unknown,unknown,unknown
7557,Off the Rack Australian Dark Rum 2022 by Rackhouse,Lervig,Stout - Imperial / Double,6.8,2023-09-29,4.35,48,unknown,unknown,unknown
7558,Chocolate Dipped Raisins By Rackhouse,Lervig,Stout - Imperial / Double,6.8,2023-07-05,4.43,48,unknown,unknown,unknown
7559,Made by Human - Bourbon BA Dark Barleywine,Ritual Lab & Lervig,Barleywine - Other,6.8,2023-05-05,4.07,41,unknown,unknown,unknown
7560,Spezial Pilsner,Lervig,Pilsner - Other,4.7,2023-04-17,3.5,27,unknown,unknown,unknown
7561,Supersonic - Cryo,Lervig,IPA - Imperial / Double,6.8,2023-03-14,3.74,74,unknown,unknown,unknown
7562,Supersonic - Down Under,Lervig,IPA - Imperial / Double,6.8,2023-03-14,3.74,74,unknown,unknown,unknown
7563,Tiramisù by Rackhouse,Lervig,Stout - Imperial / Double,6.8,2023-03-10,4.39,48,unknown,unknown,unknown
7564,Robusta By Rackhouse,Lervig,Stout - Imperial / Double Coffee,6.8,2023-01-26,4.35,49,unknown,unknown,unknown
7565,Hop Buffet,Lervig,IPA - Imperial / Double,6.8,2023-01-24,3.86,74,unknown,unknown,unknown
7566,Paragon 2021 By Rackhouse,Lervig,Barleywine - Other,6.8,2022-10-18,4.24,41,unknown,unknown,unknown
7567,Original Sin Québécois Maple Barrel By Rackhouse,Lervig,Stout - Imperial / Double Pastry,6.8,2022-07-15,4.5,35,unknown,unknown,unknown
7568,Original Sin Bourbon Barrel By Rackhouse,Lervig,Stout - Imperial / Double Pastry,6.8,2022-07-15,4.46,35,unknown,unknown,unknown
7569,Mango Tang,Lervig,Sour - Fruited,6.8,2022-06-10,3.58,11,unknown,unknown,unknown
7570,Coconut Coffee Stout By Rackhouse,Lervig,Stout - Imperial / Double,6.8,2022-05-16,4.38,48,unknown,unknown,unknown
7571,Tasty Juice Extra Juicy,Lervig,IPA - New England / Hazy,6.2,2022-05-11,3.84,32,unknown,unknown,unknown
7572,Tasty Juice Tropical Milkshake,Lervig,IPA - Milkshake,6.1,2022-04-27,3.71,31,unknown,unknown,unknown
7573,De Brouwers Brussels White (Blanche),Les Brasseurs de la Grand Place de Bruxelles,Wheat Beer - Witbier / Blanche,5,2012-09-13,3.43,14,unknown,unknown,unknown
7574,La Mere Poulard Poiré,Les Celliers de l'Odet,Cider - Perry / Poiré,3,2017-06-25,4.02,27,unknown,unknown,unknown
7575,La Mere Poulard Brut,Les Celliers de l'Odet,Cider - Dry,5,2016-11-08,3.68,15,unknown,unknown,unknown
7576,La Mere Poulard Rose,Les Celliers de l'Odet,Cider - Rosé,5,2016-11-08,4.09,27,unknown,unknown,unknown
7577,Manu Militari,Les Intenables - Craft Beer -,Stout - Imperial / Double,6.8,2022-05-31,4.04,38,unknown,unknown,unknown
7578,Sour Citra,Les Trois Mousquetaires,Sour - Other,5.2,2018-05-19,3.87,12,unknown,unknown,unknown
7579,Cosy Cabine,LetoBrew,Sour - Fruited,5.5,2022-02-16,3.9,11,unknown,unknown,unknown
7580,С4 (citrus 4),LetoBrew,Sour - Fruited,5.5,2022-02-09,4.16,11,unknown,unknown,unknown
7581,TriNitroTomato,LetoBrew,Sour - Other Gose,5,2022-02-08,3.72,9,unknown,unknown,unknown
7582,Summer Time,LetoBrew & Silent Jazz Brew,IPA - American,6.8,2022-02-02,3.75,50,unknown,unknown,unknown
7583,ROSEMARY TREE,LetoBrew,Sour - Fruited Gose,6.5,2021-12-22,3.97,9,unknown,unknown,unknown
7584,Truffle Rush,LetoBrew,Sour - Other Gose,6.5,2021-12-22,3.79,9,unknown,unknown,unknown
7585,Winter Sour Ale - Mulled Wine,LetoBrew,Sour - Fruited,6.8,2021-12-22,4.06,11,unknown,unknown,unknown
7586,Winter Sour Ale - Pomegranate And Basil,LetoBrew,Sour - Fruited,6.8,2021-12-22,3.94,11,unknown,unknown,unknown
7587,Birthday Pie Cherry Sacher,LetoBrew,Stout - Pastry,6.8,2021-12-05,4.07,20,unknown,unknown,unknown
7588,Birthday Pie Blueberry Cheescake,LetoBrew,Stout - Pastry,6.8,2021-12-03,4.18,20,unknown,unknown,unknown
7589,THE GREAT,LetoBrew,Barleywine - Other,6.8,2021-10-13,3.99,20,unknown,unknown,unknown
7590,Salt Pink Lake with Lemongrass,LetoBrew,Sour - Traditional Gose,6.5,2021-09-17,4.13,10,unknown,unknown,"Lemongrass, Ginger"
7591,Salty Swamp,LetoBrew,Sour - Traditional Gose,6.5,2021-09-17,3.91,10,unknown,unknown,unknown
7592,Indian Summer,LetoBrew,Pale Ale - New England / Hazy,5.5,2021-09-09,3.89,33,unknown,unknown,unknown
7593,ЗАКРОЙ СЕЗОН,LetoBrew,IPA - Milkshake,6,2021-09-06,3.64,25,unknown,unknown,unknown
7594,SALT PINK  LAKE With Lavender,LetoBrew,Sour - Traditional Gose,6.5,2021-09-04,3.85,10,unknown,unknown,unknown
7595,SUP IPA,LetoBrew,IPA - Other,6.4,2021-09-02,3.72,25,unknown,unknown,unknown
7596,GRYADKA,LetoBrew & Oka River & ТД Андреевский / TM Craftler,Sour - Fruited,5,2021-06-01,3.7,10,unknown,unknown,unknown
7597,Черноморский стаут,LetoBrew,Stout - Milk / Sweet,5,2021-03-24,3.61,10,unknown,unknown,unknown
7598,Планы на лето,LetoBrew,Pale Ale - American,5.3,2021-03-01,3.63,26,unknown,unknown,unknown
7599,Kentucky Bourbon Barrel Ale,Lexington Brewing & Distilling Co.,Strong Ale - American,6.8,2010-11-09,3.86,19,unknown,unknown,unknown
7600,Sunflowers Will Grow,Liability Brewing Company,Golden Ale - Ukrainian,6.8,2022-06-01,3.72,23,unknown,unknown,unknown
7601,Facta Non Verba,Liberati Osteria & Oenobeers,IPA - Session,3.8,2018-10-29,3.71,31,unknown,unknown,unknown
7602,No Regerts,Liberty Brewing,IPA - New England / Hazy,6.8,2020-12-16,3.83,32,unknown,unknown,unknown
7603,NEophyte,LiBre,IPA - New England / Hazy,6.8,2023-11-23,3.94,20,unknown,unknown,unknown
7604,Big Black Coco,LiBre,Stout - Milk / Sweet,6.8,2023-10-17,3.81,30,unknown,unknown,unknown
7605,Deep Talk,LiBre,IPA - Imperial / Double,6.8,2023-09-27,3.8,67,unknown,unknown,unknown
7606,Peace Dunkel,LiBre,Wheat Beer - Dunkelweizen,5,2023-09-26,3.48,16,unknown,unknown,unknown
7607,Redneck Cherry-Black Currant,LiBre,Farmhouse Ale - Saison,5.2,2023-08-10,3.64,10,unknown,unknown,unknown
7608,MILF Scout 2.0,LiBre,Stout - Milk / Sweet,6.3,2023-07-13,3.84,25,unknown,unknown,unknown
7609,Lorem Ipsum,LiBre,IPA - American,6.8,2023-05-25,3.82,47,unknown,unknown,unknown
7610,Redneck Grapefruit,LiBre,Farmhouse Ale - Saison,6,2023-04-29,3.71,10,unknown,unknown,unknown
7611,"AnkyloSourus APO (Apricot, Peach, Orange)",LiBre,Sour - Fruited Gose,6.8,2023-03-29,3.63,10,unknown,unknown,unknown
7612,CeratoSourus (Strawberry-Pineapple-Black currant),LiBre,Sour - Fruited Gose,6.5,2023-03-29,3.92,10,unknown,unknown,unknown
7613,Vit C,LiBre,Wheat Beer - Witbier / Blanche,5,2023-03-07,3.87,12,unknown,unknown,unknown
7614,NEroli,LiBre,IPA - New England / Hazy,6.6,2023-02-11,3.66,23,unknown,unknown,unknown
7615,МнОжина,LiBre,Stout - Imperial / Double Milk,6.8,2023-01-17,4.1,52,unknown,unknown,unknown
7616,Ippon,LiBre,IPA - American,6.8,2022-11-13,3.58,40,unknown,unknown,unknown
7617,MILF Scout,LiBre,Stout - Milk / Sweet,6.3,2022-10-24,3.66,35,unknown,unknown,unknown
7618,Catcher In the Rye V2,LiBre,Rye Beer,5.6,2022-09-22,3.64,20,unknown,unknown,unknown
7619,Як захопити Sweet?,LiBre,Stout - Milk / Sweet,5.9,2022-09-21,3.79,23,unknown,unknown,unknown
7620,StegoSourus Mango-Melon-Peach,LiBre,Sour - Smoothie / Pastry,6,2022-08-22,3.78,10,unknown,unknown,unknown
7621,NE 2π! V2,LiBre,IPA - New England / Hazy,5.8,2022-08-01,3.94,23,unknown,unknown,unknown
7622,Catcher In the Rye,LiBre,Rye Beer,5.8,2022-07-20,3.55,30,unknown,unknown,unknown
7623,Patronus Helles,Lidl Deutschland / Germany,Lager - Helles,5,2020-06-13,2.87,18,unknown,unknown,unknown
7624,Patronus Premium Weissbier,Lidl Deutschland / Germany,Wheat Beer - Hefeweizen,5.5,2018-01-27,3.16,12,unknown,unknown,unknown
7625,Perlenbacher Premium Pils,Lidl Deutschland / Germany,Pilsner - German,4.9,2012-06-10,2.68,15,unknown,unknown,unknown
7626,Belheather,Lidl UK,Lager - Euro Pale,3.8,2016-07-24,2.62,17,unknown,unknown,unknown
7627,I'm A Rocketdog (Saturn Edition),Lieber Waldi,Pale Ale - New England / Hazy,5.4,2022-05-12,3.84,27,unknown,unknown,unknown
7628,Coffee Cloud Maker,Lil Beaver Brewery,Stout - Imperial / Double,6.8,2020-03-11,3.86,48,unknown,unknown,unknown
7629,Cherries & Berries,Lilley's Cider,Cider - Other Fruit,4,2019-02-09,3.66,10,unknown,unknown,unknown
7630,Tropical,Lilley's Cider,Cider - Other Fruit,4,2018-03-04,3.7,10,unknown,unknown,unknown
7631,Rhubarb Cider,Lilley's Cider,Cider - Other Fruit,4,2017-02-26,3.74,10,unknown,unknown,unknown
7632,Apple & Blackberry,Lilley's Cider,Cider - Other Fruit,4,2015-03-07,3.6,10,unknown,unknown,unknown
7633,Select,Lilley's Cider,Cider - Traditional / Apfelwein,4.8,2014-07-25,3.38,13,unknown,unknown,unknown
7634,Fire Dancer,Lilley's Cider,Cider - Traditional / Apfelwein,4.5,2014-05-30,3.55,13,unknown,unknown,unknown
7635,Apples & Pears,Lilley's Cider,Cider - Traditional / Apfelwein,5.2,2014-05-28,3.58,13,unknown,unknown,unknown
7636,Mango Cider,Lilley's Cider,Cider - Other Fruit,4,2014-02-13,3.76,10,unknown,unknown,unknown
7637,Star Gazer,Lilley's Cider,Cider - Dry,4.5,2012-08-17,3.23,15,unknown,unknown,unknown
7638,Markens Grøde - Farmer's Reserve,Lindheim Ølkompani,Sour - Fruited,6.8,2019-07-19,3.98,11,unknown,unknown,"Cherry, Strawberry, Raspberry, Black Currant"
7639,Lille Røde,Lindheim Ølkompani,Sour - Other,3.7,2019-07-17,3.72,16,unknown,unknown,unknown
7640,Sour Cherry BA 18 Months,Lindheim Ølkompani,Sour - Fruited,6.8,2019-02-10,3.92,11,unknown,unknown,unknown
7641,Guttorm (Rum Edition),Lindheim Ølkompani,Stout - Imperial / Double,6.8,2019-01-17,4.06,48,unknown,unknown,unknown
7642,We Hop : Glen,Lindheim Ølkompani,IPA - Sour,6.5,2018-12-05,3.92,29,unknown,unknown,unknown
7643,Cider Rosé,Lindheim Ølkompani,Cider - Other Fruit,6.5,2018-11-17,3.86,10,unknown,unknown,Raspberry
7644,Coolship Cherry - Farmer's Reserve,Lindheim Ølkompani,Lambic - Kriek,6.8,2018-07-07,4.16,14,unknown,unknown,unknown
7645,Solbær - FARMER’S RESERVE,Lindheim Ølkompani,Sour - Other,6.8,2018-04-30,4.05,16,unknown,unknown,unknown
7646,Cuvée Cuvée - FARMER'S RESERVE,Lindheim Ølkompani,Belgian Dubbel,6.8,2018-03-16,3.7,23,unknown,unknown,unknown
7647,Avalon - Farmer's Reserve,Lindheim Ølkompani,Sour - Other,6.8,2017-11-14,4.03,16,unknown,unknown,Plum
7648,Guttorm,Lindheim Ølkompani,Stout - Imperial / Double,6.8,2016-08-30,3.97,48,unknown,unknown,unknown
7649,Sour Cherry - FARMER'S RESERVE,Lindheim Ølkompani,Sour - Other,6.8,2016-05-20,4.04,16,unknown,unknown,unknown
7650,Raspberry Brett - Farmer's Reserve,Lindheim Ølkompani,Farmhouse Ale - Saison,6.8,2015-09-11,3.88,24,unknown,unknown,Raspberry
7651,Farmhouse Ale,Lindheim Ølkompani,Farmhouse Ale - Saison,6.8,2014-02-15,3.6,23,unknown,unknown,unknown
7652,GIGANTICER,LINEMAN,Stout - Russian Imperial,6.8,2020-11-18,4.07,88,unknown,unknown,unknown
7653,UNDERTONE,LINEMAN,Lager - Dark,4.2,2020-05-22,3.68,18,unknown,unknown,unknown
7654,Astral Grains,LINEMAN,Stout - Foreign / Export,6.8,2019-10-17,3.81,65,unknown,unknown,unknown
7655,IDLE,LINEMAN,IPA - Red,6.6,2019-08-19,3.66,65,unknown,unknown,unknown
7656,SAGA,LINEMAN,Wheat Beer - Other,4.2,2019-07-31,3.6,13,unknown,unknown,unknown
7657,Zombie Awakening,Lion Bridge Brewing Company,Dark Ale,6.8,2019-09-06,4.04,17,unknown,unknown,unknown
7658,Helter Skelter,Liquid Light Brew Co,IPA - Brut,6.9,2019-05-23,3.74,15,unknown,unknown,unknown
7659,Onkel Weber Bayerisch Hell,Liquid World GbR,Lager - Helles,5.4,2021-01-24,2.94,18,unknown,unknown,unknown
7660,Onkel Weber Bayerisch Weißbier,Liquid World GbR,Wheat Beer - Hefeweizen,5.4,2021-01-24,3.06,13,unknown,unknown,unknown
7661,Onkel Weber Bayerisch Schwarzbier,Liquid World GbR,Schwarzbier,4.9,2021-01-23,3.11,17,unknown,unknown,unknown
7662,Onkel Weber Premium Lager,Liquid World GbR,Lager - Euro Pale,4.9,2020-03-06,3.04,17,unknown,unknown,unknown
7663,CURRY TOMATO GOSE,LiS Brew,Sour - Other Gose,6,2023-02-13,3.89,9,unknown,unknown,unknown
7664,COFFEE PORTER,LiS Brew,Porter - Baltic,6.8,2022-12-24,3.81,35,unknown,unknown,unknown
7665,PAPRIKA CHILLI TOMATO GOSE,LiS Brew,Sour - Other Gose,6,2022-12-24,3.65,9,unknown,unknown,unknown
7666,BLUEBERRY OREGANO MEAD,LiS Brew,Mead - Other,6,2022-12-24,3.82,16,unknown,unknown,unknown
7667,PINEAPPLE COCONUT,LiS Brew,Mead - Other,6,2022-12-24,3.94,16,unknown,unknown,unknown
7668,ORANGE GINGER,LiS Brew,Mead - Other,6,2022-12-24,3.92,16,unknown,unknown,unknown
7669,MD20,LiS Brew,Mead - Melomel,6,2022-10-09,3.92,12,unknown,unknown,unknown
7670,COOKIES MEAD,LiS Brew,Mead - Other,6,2022-09-19,3.63,16,unknown,unknown,unknown
7671,RAFAELLO MANGO MEAD,LiS Brew,Mead - Other,5,2022-05-07,3.83,16,unknown,unknown,unknown
7672,BLACK CURRANT CINNAMON VANILLA MEAD,LiS Brew,Mead - Melomel,6.8,2022-03-05,3.94,12,unknown,unknown,unknown
7673,PEAR VANILLA CINNAMON SMOOTHIE MEAD,LiS Brew,Mead - Other,6.8,2022-03-04,4.23,16,unknown,unknown,unknown
7674,Tobacco Cherry Mead,LiS Brew,Mead - Other,6,2022-01-10,3.82,16,unknown,unknown,unknown
7675,Cream Soda Mead,LiS Brew,Mead - Other,6,2022-01-10,3.61,16,unknown,unknown,unknown
7676,ТАРХУН Batch 2 Mead,LiS Brew,Mead - Metheglin,6,2021-11-26,3.37,46,unknown,unknown,unknown
7677,Herbal Mead,LiS Brew,Mead - Metheglin,6,2021-11-09,3.54,46,unknown,unknown,unknown
7678,Бубльгум Mead,LiS Brew,Mead - Other,6,2021-09-10,3.36,16,unknown,unknown,unknown
7679,Cola Mead Имбирь Корица,LiS Brew,Mead - Metheglin,6,2021-09-10,3.54,46,unknown,unknown,unknown
7680,Боше Mead Табак,LiS Brew,Mead - Other,6,2021-09-10,3.59,16,unknown,unknown,unknown
7681,Mead Тоник Горький,LiS Brew,Mead - Metheglin,6,2021-09-09,3.54,45,unknown,unknown,unknown
7682,Тархун Mead,LiS Brew,Mead - Metheglin,6,2021-05-20,3.44,46,unknown,unknown,unknown
7683,Yoda Potato Strikes Back,Listermann Brewing Company,IPA - Imperial / Double New England / Hazy,6.8,2018-03-16,4.09,39,unknown,unknown,unknown
7684,Svyatvechir,Litopys,Winter Ale,4.8,2023-12-29,3.76,14,unknown,unknown,unknown
7685,Promin',Litopys,Belgian Strong Golden Ale,6.8,2023-11-07,3.83,15,unknown,unknown,unknown
7686,Barvy,Litopys,IPA - American,6.8,2023-10-25,3.8,40,unknown,unknown,unknown
7687,Lecho's,Litopys,Sour - Other Gose,5.2,2023-10-25,3.33,10,unknown,unknown,unknown
7688,Kriz' Morok,Litopys,Porter - Other,5.7,2023-08-12,3.79,30,unknown,unknown,unknown
7689,Сидр Диня,Litopys,Cider - Dry,5,2023-06-19,3.69,15,unknown,unknown,unknown
7690,Tryzub,Litopys,IPA - Other,5.8,2023-06-06,3.9,30,unknown,unknown,unknown
7691,Mother's Day,PZDK Brew & Litopys,Stout - Other,6.8,2023-05-10,4.02,10,unknown,unknown,unknown
7692,Namysto,Litopys,Lager - Other,3.8,2023-04-13,3.74,11,unknown,unknown,unknown
7693,Step,Litopys,Wheat Beer - Witbier / Blanche,4.5,2023-04-04,3.55,15,unknown,unknown,unknown
7694,Zelena Gora,Litopys,IPA - Milkshake,4,2023-03-15,3.59,20,unknown,unknown,unknown
7695,Tin' Babaka,Litopys,IPA - Cold,5.2,2023-02-28,3.68,60,unknown,unknown,unknown
7696,Podykh Lyutoho,Litopys,Fruit Beer,3.8,2023-02-01,3.61,28,unknown,unknown,unknown
7697,Vytivka,Litopys,IPA - Milkshake,5,2022-12-28,3.85,20,unknown,unknown,unknown
7698,Sl'ozy Oseni,Litopys,Golden Ale - Other,6,2022-10-11,3.65,28,unknown,unknown,unknown
7699,Chornozem,Litopys,Stout - Other,6.8,2022-10-09,3.77,15,unknown,unknown,unknown
7700,Mr. & Mrs. Smoothie,Wanted Beer & Litopys,Sour - Smoothie / Pastry,6.8,2022-10-07,3.74,10,unknown,unknown,unknown
7701,Cocosove Pechyvo,Litopys,Stout - Milk / Sweet,5.7,2022-09-05,3.96,10,unknown,unknown,unknown
7702,Freska,Litopys,Pilsner - Other,3.8,2022-08-15,3.79,28,unknown,unknown,unknown
7703,Zairzavilo,Litopys,Pale Ale - American,5,2022-08-03,3.38,26,unknown,unknown,unknown
7704,Weizenkonig Hefeweisbeer,Litovel,Wheat Beer - Hefeweizen,4.7,2019-08-08,3.2,13,unknown,unknown,unknown
7705,Litovel Dark,Litovel,Lager - Dark,3.8,2014-06-18,3.14,18,unknown,unknown,unknown
7706,Litovel Moravan,Litovel,Pilsner - Czech / Bohemian,4.6,2013-01-07,3.09,28,unknown,unknown,unknown
7707,Litovel Classic,Litovel,Pilsner - Czech / Bohemian,4.2,2011-02-22,2.84,28,unknown,unknown,unknown
7708,Litovel Premium,Litovel,Pilsner - Czech / Bohemian,5,2013-04-29,3.08,22,unknown,unknown,unknown
7709,Litovel Maestro,Litovel,Pilsner - Czech / Bohemian,4.1,2015-07-06,3.26,28,unknown,unknown,unknown
7710,Electrolyte Black Currant,Litra Brewing Company & Black Cat Brewery,Sour - Fruited Berliner Weisse,6.5,2017-09-11,3.65,8,unknown,unknown,unknown
7711,Cherry Saison,Little Valley Brewery,Farmhouse Ale - Saison,4.5,2017-10-06,3.02,24,unknown,unknown,unknown
7712,Moor Ale,Little Valley Brewery,Bitter - Extra Special / Strong (ESB),5.5,2012-03-02,3.36,30,unknown,unknown,unknown
7713,Hebden's Wheat,Little Valley Brewery,Wheat Beer - Witbier / Blanche,4.5,2011-02-27,3.32,14,unknown,unknown,unknown
7714,Līvu Senču,Līvu Alus,Lager - Pale,5.2,2012-08-23,2.64,19,unknown,unknown,unknown
7715,Līvu Pilzenes,Līvu Alus,Pilsner - Other,4.4,2011-01-04,2.49,27,unknown,unknown,unknown
7716,Mango Republic,Lobik,Sour - Fruited Gose,6.8,2021-05-13,3.52,9,unknown,unknown,unknown
7717,The Tiger Dude Documentary,Lobik,IPA - Triple New England / Hazy,6.8,2021-05-13,3.98,39,unknown,unknown,unknown
7718,Hands Up For the Citruses,Lobik,IPA - Imperial / Double New England / Hazy,6.8,2020-12-16,3.89,39,unknown,unknown,unknown
7719,P.O.B.,Lobik,IPA - New England / Hazy,6.7,2018-02-09,3.83,30,unknown,unknown,unknown
7720,Local ’00s. Lemon & Mint,Mitra & Local Station Brewery,Sour - Fruited Berliner Weisse,4.6,2023-05-03,3.98,8,unknown,unknown,unknown
7721,Local ’20s. Base,Mitra & Local Station Brewery,Sour - Berliner Weisse,4.6,2023-05-03,4.08,8,unknown,unknown,unknown
7722,Local ’90s. Bubble gum,Mitra & Local Station Brewery,Sour - Berliner Weisse,4.6,2023-05-03,3.73,8,unknown,unknown,unknown
7723,Just Ipa 2.0,Local Station Brewery,IPA - American,6.8,2021-11-12,3.86,35,unknown,unknown,unknown
7724,Just APA,Local Station Brewery,Pale Ale - American,5.8,2021-08-10,4.14,45,unknown,unknown,unknown
7725,721KM,Rising Moon Brewery & Local Station Brewery,Pale Ale - American,5.8,2021-08-09,3.88,35,"Columbus, Centennial, Citra, Ekuanot",unknown,unknown
7726,Just Blance,Local Station Brewery,Wheat Beer - Witbier / Blanche,4.7,2021-05-18,3.66,14,unknown,unknown,unknown
7727,Топчик из Мышецкого,Local Station Brewery & Lux in Tenebris & Rising Moon Brewery,IPA - New England / Hazy,6,2021-01-20,3.94,40,Vic Secret,unknown,unknown
7728,Just Hoppy Light,Local Station Brewery,Lager - IPL (India Pale Lager),5,2020-02-11,3.83,20,unknown,unknown,unknown
7729,Just Light,Local Station Brewery,Lager - Helles,4.5,2019-11-14,3.86,15,unknown,unknown,unknown
7730,Just Weiss,Local Station Brewery,Wheat Beer - Hefeweizen,4.7,2019-11-14,3.65,10,unknown,unknown,unknown
7731,АМНЕЗИЯ (Amnesia),Locomotora,Stout - Milk / Sweet,6.3,2021-10-22,3.2,22,unknown,unknown,unknown
7732,L’intense - Cidre Pur Jus,Loïc Raison,Cider - Traditional / Apfelwein,6,2020-07-31,3.5,13,unknown,unknown,unknown
7733,Cidre Bouché Breton Doux,Loïc Raison,Cider - Sweet,2,2019-09-04,3.54,7,unknown,unknown,unknown
7734,Bolée D’Armorique Cidre Brut,Loïc Raison,Cider - Traditional / Apfelwein,6,2019-08-11,3.6,13,unknown,unknown,unknown
7735,Cuvée Réserve,Loïc Raison,Cider - Dry,6,2019-08-03,3.64,15,unknown,unknown,unknown
7736,Brut Intense,Loïc Raison,Cider - Dry,6,2019-07-04,3.64,15,unknown,unknown,unknown
7737,Cidre Rubis,Loïc Raison,Cider - Other Fruit,6.5,2018-07-11,3.55,10,unknown,unknown,unknown
7738,Cidre De Dégustation,Loïc Raison,Cider - Dry,6,2018-04-26,3.68,15,unknown,unknown,unknown
7739,Cidrier Breton Doux,Loïc Raison,Cider - Traditional / Apfelwein,2,2015-06-08,3.43,13,unknown,unknown,unknown
7740,Brut,Loïc Raison,Cider - Dry,4.5,2015-05-17,3.41,15,unknown,unknown,unknown
7741,Traditionnel,Loïc Raison,Cider - Traditional / Apfelwein,5.5,2013-10-13,3.53,13,unknown,unknown,unknown
7742,Bolée D'Armorique Cidre Doux,Loïc Raison,Cider - Traditional / Apfelwein,2,2013-05-29,3.52,13,unknown,unknown,unknown
7743,Bolée D'Armorique Cidre Brut,Loïc Raison,Cider - Traditional / Apfelwein,5,2012-07-05,3.51,13,unknown,unknown,unknown
7744,Cidre Doux,Loïc Raison,Cider - Traditional / Apfelwein,2,2011-11-12,3.46,13,unknown,unknown,unknown
7745,Manson,Loki Bryggeri,Porter - Other,6.8,2020-11-29,3.88,26,unknown,unknown,unknown
7746,Bean 8,Loki Bryggeri,IPA - Imperial / Double,6.8,2020-03-05,4,74,unknown,unknown,unknown
7747,The Hardest Man,Loki Bryggeri,Stout - Russian Imperial,6.8,2019-12-06,4.02,52,unknown,unknown,unknown
7748,Escudo: Wild Berries,Loki Bryggeri,Sour - Fruited,4.2,2019-11-07,3.5,11,unknown,unknown,unknown
7749,Escudo: Mexican Lime,Loki Bryggeri,Sour - Fruited Gose,4.2,2019-08-19,4.1,9,unknown,unknown,unknown
7750,Original Gangster,Long Ireland Beer Company,IPA - American,6,2015-08-08,3.67,55,unknown,unknown,unknown
7751,DDH Heart of A Champion,Long Live Beerworks,IPA - Imperial / Double New England / Hazy,6.8,2020-06-28,4.31,39,unknown,unknown,unknown
7752,DDH The All Seeing Eye ,Long Live Beerworks,IPA - Imperial / Double New England / Hazy,6.8,2019-03-26,4.36,39,unknown,unknown,unknown
7753,Vermont Double IPA,Long Trail Brewing Company,IPA - Imperial / Double New England / Hazy,6.8,2018-08-30,3.85,50,unknown,unknown,unknown
7754,Mór,Longueville House,Cider - Traditional / Apfelwein,6.8,2016-03-18,3.75,13,unknown,unknown,unknown
7755,O'Callaghan's Irish Cider,Longueville House,Cider - Traditional / Apfelwein,5.5,2012-05-06,3.54,13,unknown,unknown,unknown
7756,Miami Sunrise,Los Pivnos Brewery,IPA - New England / Hazy,6,2021-01-09,3.23,25,unknown,unknown,unknown
7757,Человек и Пароход,Los Pivnos Brewery,Spiced / Herbed Beer,6,2020-12-19,3.82,45,unknown,unknown,unknown
7758,Сложные щщи,Los Pivnos Brewery,Sour - Traditional Gose,4.5,2020-10-16,3.33,10,unknown,unknown,unknown
7759,Ванильное нёбо,Los Pivnos Brewery,Pumpkin / Yam Beer,5,2019-10-23,2.9,15,unknown,unknown,unknown
7760,Ipatage,Los Pivnos Brewery,IPA - Other,5,2016-11-29,3.66,50,unknown,unknown,unknown
7761,Chilsung Cider,Lotte Chilsung Beverage,Cider - Traditional / Apfelwein,0.5,2021-03-21,3.63,13,unknown,unknown,unknown
