beer_id,name,brewery,style,alcohol,release_date,rating,ibu,hops,malts,additives
7762,Five Candles,Lough Gill Brewery,Bitter - Extra Special / Strong (ESB),5,2021-09-05,3.59,30,unknown,unknown,unknown
7763,Work In Progress,Lough Gill Brewery,Sour - Fruited,4.3,2021-02-26,3.85,11,unknown,unknown,unknown
7764,Shaka,Lough Gill Brewery,Pale Ale - New England / Hazy,4.6,2020-04-29,3.55,27,unknown,unknown,unknown
7765,Cutback,Lough Gill Brewery,IPA - New England / Hazy,4.5,2018-09-30,3.57,32,unknown,unknown,unknown
7766,20 Gills,Lough Gill Brewery,Lager - Euro Pale,4.2,2018-07-30,3.32,17,unknown,unknown,unknown
7767,Wild Irish Gose,Lough Gill Brewery,Sour - Traditional Gose,4,2018-04-08,3.64,10,unknown,unknown,unknown
7768,Lost Armada,Lough Gill Brewery,IPA - American,5,2018-03-09,3.51,49,unknown,unknown,unknown
7769,Mac Nutty,Lough Gill Brewery,Brown Ale - English,5.5,2016-12-13,3.57,23,unknown,unknown,unknown
7770,Anderson's,Lough Gill Brewery,Red Ale - Irish,4,2016-12-07,3.38,21,unknown,unknown,unknown
7771,Original Crisp Low Alcohol Cider,Louis Raison,Cider - Dry,0.5,2018-11-15,3.42,15,unknown,unknown,unknown
7772,Rouge Délice,Louis Raison,Cider - Traditional / Apfelwein,6,2016-04-03,3.28,13,unknown,unknown,unknown
7773,Original Crisp,Louis Raison,Cider - Traditional / Apfelwein,5.5,2015-10-30,3.29,13,unknown,unknown,unknown
7774,Маньяк в Чёрных Перчатках,Lovecraft Weird Brewery,Stout - Imperial / Double Milk,6.8,2021-12-13,3.92,32,unknown,unknown,unknown
7775,Тони «СКАЛИСТЫЙ УЖАС»,Lovecraft Weird Brewery,Stout - Imperial / Double Milk,6.8,2021-09-02,4.02,32,unknown,unknown,unknown
7776,Тёмная Сторона Радуги,Lovecraft Weird Brewery,Stout - Imperial / Double Milk,6.8,2021-06-22,4.02,32,unknown,unknown,unknown
7777,Полночный Призрак,Lovecraft Weird Brewery,Porter - Coffee,6.8,2021-06-22,3.87,24,unknown,unknown,unknown
7778,Не Называй Меня Малышкой,Lovecraft Weird Brewery,Porter - Imperial / Double,6.8,2021-06-22,3.96,38,unknown,unknown,unknown
7779,Зилант Бессмертный,Lovecraft Weird Brewery,Stout - Imperial / Double Milk,6.8,2021-03-11,4.05,32,unknown,unknown,unknown
7780,Тварь у Порога (2021),Lovecraft Weird Brewery,Other,6.8,2021-03-11,3.89,26,unknown,unknown,unknown
7781,Ведьмы Не Стареют,Lovecraft Weird Brewery,Stout - Imperial / Double Milk,6.8,2020-11-14,4.18,32,unknown,unknown,unknown
7782,Alcoholic Сrime: Port Charlotte,Brew Fiction & Lovecraft Weird Brewery,Porter - Imperial / Double,6.8,2020-11-02,3.86,20,unknown,unknown,unknown
7783,Alcoholic Crime: Blueberries And White Chocolate,Brew Fiction & Lovecraft Weird Brewery,Porter - Imperial / Double,6.8,2020-11-02,4.1,20,unknown,unknown,"Lactose, Blueberry, Chocolate"
7784,Вендетта,Lovecraft Weird Brewery,Stout - Milk / Sweet,6.5,2020-03-05,3.65,22,unknown,unknown,unknown
7785,Гипноз,Lovecraft Weird Brewery,IPA - Milkshake,6.8,2020-03-05,3.78,31,unknown,unknown,unknown
7786,Долгий Поцелуй на Ночь,Lovecraft Weird Brewery,Stout - Imperial / Double Milk,6.8,2020-03-05,4.08,32,unknown,unknown,unknown
7787,Mechanical Love,Big Village Brewery & Brew Division & Lovecraft Weird Brewery,Barleywine - English,6.8,2020-01-17,3.9,35,unknown,unknown,unknown
7788,Solus Rex,Lovecraft Weird Brewery,Porter - Other,6.8,2019-12-06,3.95,26,unknown,unknown,unknown
7789,Красивые девушки,Lovecraft Weird Brewery,IPA - Session,5,2019-08-14,3.88,33,Citra,unknown,"Vanilla, Lactose"
7790,Фантазм,Lovecraft Weird Brewery,Sour - Fruited Gose,6,2019-08-14,3.68,9,unknown,unknown,unknown
7791,Demon Cake,Lovecraft Weird Brewery,Stout - Imperial / Double Milk,6.8,2019-06-05,4.21,40,unknown,unknown,unknown
7792,Traffic Beer,Zagovor Brewery & Lovecraft Weird Brewery,IPA - New England / Hazy,3,2019-03-25,3.99,25,"Idaho Gem, Mosaic",unknown,unknown
7793,Perfect Love,Lovecraft Weird Brewery,IPA - American,6.8,2019-03-10,3.8,49,unknown,unknown,unknown
7794,Saison de l’Ouvrier Serpilla,LoverBeer,Farmhouse Ale - Saison,5.8,2017-10-06,3.64,24,unknown,unknown,unknown
7795,Saison de l'Ouvrier Cardosa,LoverBeer,Sour - Other,5.8,2015-06-20,3.56,16,unknown,unknown,unknown
7796,Saison de l'Ouvrier,LoverBeer,Farmhouse Ale - Saison,5.8,2014-05-31,3.75,24,unknown,unknown,unknown
7851,Mamuna,Lux in Tenebris,Sour - Fruited,4.2,2021-09-07,3.6,11,unknown,unknown,unknown
7797,"Tonka Black Forest Gateau, Session Sour (Low Key Collaboration)",Vault City Brewing & Low Key Barrel Project,Sour - Smoothie / Pastry,4.5,2022-06-02,4.14,9,unknown,unknown,unknown
7798,Patriotic Pineapple,Low Tide Brewing,Wheat Beer - Witbier / Blanche,5,2018-07-04,3.79,14,unknown,unknown,unknown
7799,Лісова Мавка,Löwendorf,Cider - Other Fruit,6.8,2021-01-05,3.94,10,unknown,unknown,unknown
7800,Basic Cider,Löwendorf,Cider - Traditional / Apfelwein,5,2020-12-08,3.81,13,unknown,unknown,unknown
7801,Почілуночок Шоньчя,Löwendorf,Cider - Other Fruit,6.8,2020-12-03,4,10,unknown,unknown,unknown
7802,Mozaїка 2.0,Löwendorf,Cider - Herbed / Spiced / Hopped,6.8,2020-11-19,4.04,17,unknown,unknown,unknown
7803,Ice Cider,Löwendorf,Cider - Ice / Applewine,6.8,2020-06-22,3.88,27,unknown,unknown,unknown
7804,Ciderus Basilicus,Löwendorf,Cider - Herbed / Spiced / Hopped,5,2020-06-22,3.72,17,unknown,unknown,unknown
7805,Чорна Зібра,Löwendorf,Cider - Other Fruit,6.8,2020-03-01,3.86,10,unknown,unknown,unknown
7806,Моzаїка,Löwendorf,Cider - Herbed / Spiced / Hopped,5,2019-11-02,3.81,17,unknown,unknown,unknown
7807,Hard Apple Cider,Löwendorf,Cider - Dry,5,2019-09-13,3.77,15,unknown,unknown,unknown
7808,Botanical Blonde,Lowlander Beer,Spiced / Herbed Beer,4.5,2020-11-30,3.44,26,unknown,unknown,unknown
7809,Lowlander 0.3% I.P.A.,Lowlander Beer,Non-Alcoholic Beer - Other,0.3,2020-03-11,3.28,37,unknown,unknown,unknown
7810,Lowlander 0.3% Organic Blonde Ale,Lowlander Beer,Non-Alcoholic Beer - Other,0.3,2020-03-10,2.98,20,unknown,unknown,unknown
7811,Lowlander Grapefruit Pale Ale,Lowlander Beer,Pale Ale - American,3.8,2019-07-30,3.24,25,unknown,unknown,unknown
7812,Lowlander 0.00% Wit,Lowlander Beer,Non-Alcoholic Beer - Other,0,2019-05-10,2.94,8,unknown,unknown,unknown
7813,Lowlander Winter IPA,Lowlander Beer,IPA - White / Wheat,5,2018-10-03,3.44,35,unknown,unknown,unknown
7814,Lowlander Poorter,Lowlander Beer,Porter - Other,6,2016-02-13,3.34,45,unknown,unknown,"Liquorice, Vanilla"
7815,Lowlander IPA,Lowlander Beer,IPA - Other,6,2015-08-08,3.54,70,unknown,unknown,"Coriander, Tea"
7816,Lowlander White Ale,Lowlander Beer,Wheat Beer - Witbier / Blanche,5,2015-08-08,3.41,12,unknown,unknown,"Orange, Elderflowers, Chamomile"
7817,Ferrari Backpack,Toppling Goliath Brewing Co. & Lua Brewing,IPA - Imperial / Double,6.8,2021-05-14,4.14,74,unknown,unknown,unknown
7818,Dawn,Lua Brewing,Stout - Imperial / Double,6.8,2021-03-14,4.29,48,unknown,unknown,unknown
7819,Blend No. 1,Lubrow Brett & Barrel,Porter - Imperial / Double Baltic,6.8,2022-10-05,4.06,38,unknown,unknown,unknown
7820,"Dobre, Takie Nietypowe",Lubrow Brewery,Sour - Smoothie / Pastry,5.6,2023-09-01,3.83,9,unknown,unknown,unknown
7821,A Lot of,Lubrow Brewery,IPA - New England / Hazy,5.5,2023-08-16,3.78,30,unknown,unknown,unknown
7822,Kościelec 2155 BA,Lubrow Brewery,Porter - Imperial / Double Baltic,6.8,2023-01-15,3.92,38,unknown,unknown,unknown
7823,Kościelec 2155,Lubrow Brewery,Porter - Imperial / Double Baltic,6.8,2023-01-15,3.89,38,unknown,unknown,unknown
7824,Голден Ель,Luchan,Golden Ale - Ukrainian,6.4,2022-10-17,3.38,24,unknown,unknown,unknown
7825,Weizen,Luchan,Wheat Beer - Hefeweizen,4.5,2020-12-19,3.37,14,unknown,unknown,unknown
7826,Milk Stout,Luchan,Stout - Milk / Sweet,6,2020-10-24,3.63,29,unknown,unknown,unknown
7827,Шварцбiр,Luchan,Schwarzbier,4.5,2020-08-17,3.26,19,unknown,unknown,unknown
7828,Американський Світлий Ель,Luchan,Pale Ale - American,4.8,2020-07-27,3.31,30,unknown,unknown,unknown
7829,Німецький Пілс,Luchan,Pilsner - German,4.6,2020-07-24,2.99,22,unknown,unknown,unknown
7830,Індійский Світлий Ель,Luchan,IPA - Other,5.7,2020-07-23,3.48,40,unknown,unknown,unknown
7831,Imperial CPB,Lupulin Brewing Company,Porter - Imperial / Double,6.8,2020-10-23,4.19,20,unknown,unknown,unknown
7832,Easy Prey DDH DIPA,Brewski & Lupulin Brewing Company,IPA - Imperial / Double,6.8,2019-07-08,3.76,74,unknown,unknown,unknown
7833,Hooey,Lupulin Brewing Company,IPA - New England / Hazy,6.2,2017-02-05,4.01,60,unknown,unknown,unknown
7834,Blissful Ignorance,Lupulin Brewing Company,IPA - Imperial / Double New England / Hazy,6.8,2016-08-08,4.1,70,unknown,unknown,unknown
7835,Luscombre Cool Ginger Beer,Luscombe Organic Drinks,Hard Ginger Beer,4.2,2021-09-28,3.45,17,unknown,unknown,unknown
7836,Luscombe Hot Ginger Beer,Luscombe Organic Drinks,Hard Ginger Beer,4.2,2021-01-09,2.87,17,unknown,unknown,unknown
7837,Final Cult,Cosmic City & Lux in Tenebris,IPA - American,6,2022-02-28,3.6,45,unknown,unknown,unknown
7838,Binger,Lux in Tenebris & Cosmic City,Pale Ale - American,5,2022-02-28,3.61,35,unknown,unknown,unknown
7839,L'Abordage,Lux in Tenebris,Porter - Other,6,2021-12-07,3.69,20,unknown,unknown,unknown
7840,Rua Taniwha,Lux in Tenebris,Sour - Fruited,6,2021-12-07,3.63,11,unknown,unknown,unknown
7841,Endor V,Lux in Tenebris,Stout - Imperial / Double Pastry,6.8,2021-11-10,4.08,30,unknown,unknown,unknown
7842,Eluctari,Lux in Tenebris,Stout - Pastry,6.8,2021-11-03,3.91,27,unknown,unknown,unknown
7843,Krumkake,Lux in Tenebris & Main Rule,Stout - Pastry,6.8,2021-10-28,3.81,20,unknown,unknown,"Lactose, Waffles"
7844,Lukken,Main Rule & Lux in Tenebris,Stout - Pastry,6.8,2021-10-26,3.76,27,unknown,unknown,unknown
7845,Les Baies du Mal,Time Bomb Brewery & Lux in Tenebris,Farmhouse Ale - Saison,6,2021-10-19,3.86,24,unknown,unknown,unknown
7846,Cleromancy: Astragalos,Lux in Tenebris,Farmhouse Ale - Other,6.5,2021-10-07,3.58,15,unknown,unknown,unknown
7847,Cleromancy: Spread,Lux in Tenebris,Farmhouse Ale - Saison,6.5,2021-10-07,3.62,24,unknown,unknown,unknown
7848,Cleromancy: Adulruna,Lux in Tenebris,Farmhouse Ale - Saison,6.5,2021-10-07,3.46,24,unknown,unknown,unknown
7849,Wechselkind,Lux in Tenebris,Sour - Fruited Berliner Weisse,4.5,2021-09-07,3.68,8,unknown,unknown,unknown
7850,Sheevra,Lux in Tenebris,Brown Ale - Other,6,2021-09-07,3.36,26,unknown,unknown,unknown
7852,Bitter Fix,Lux in Tenebris,Bitter - Extra Special / Strong (ESB),5.6,2021-09-03,3.96,30,unknown,unknown,unknown
7853,Ghostly Twins,Lux in Tenebris,IPA - Imperial / Double New England / Hazy,6.8,2021-08-02,4.09,50,unknown,unknown,unknown
7854,Hexerei,Lux in Tenebris,Kölsch,4.8,2021-08-02,3.7,30,unknown,unknown,unknown
7855,Xebec,Lux in Tenebris,Sour - Fruited Gose,5.4,2021-07-12,3.71,9,unknown,unknown,unknown
7856,Nella,Lux in Tenebris,IPA - New England / Hazy,6.5,2021-07-05,3.78,45,unknown,unknown,unknown
7857,V Sani,Łajdak Brewery,Pale Ale - American,5.6,2019-01-17,3.94,35,"Citra, Azacca",unknown,unknown
7858,Party Papa,Łajdak Brewery,Stout - Milk / Sweet,6.5,2018-12-13,4.04,35,"Cascade, Crystal",unknown,unknown
7859,Easy Easy,Łajdak Brewery,IPA - American,6.8,2018-09-30,4.12,70,Centennial,"Pale Ale, Munich, Vienna",unknown
7860,I'm Too Busy,Łajdak Brewery,Belgian Blonde,6.8,2018-08-23,3.47,22,"Northern Brewer, Mandarina Bavaria, Hallertau Blanc","Pilsner, Vienna, Wheat, Melanoidin",unknown
7861,Basior na Karaibach,Łąkomin,Barleywine - American,6.8,2020-11-03,3.9,80,unknown,unknown,unknown
7862,Basior Na Dzikim Torfowisku,Łąkomin,Barleywine - American,6.8,2020-09-24,3.96,80,unknown,unknown,unknown
7863,Mustang: I Am Legend,Łąkomin,Strong Ale - American,6.8,2020-02-04,3.82,80,unknown,unknown,unknown
7864,Biały Kieł Mead Barrel Aged,Łąkomin,Wheat Beer - Wheat Wine,6.8,2019-10-25,3.73,45,unknown,unknown,unknown
7865,Belgijski Byk Mead Barrel Aged,Łąkomin,Belgian Quadrupel,6.8,2019-10-24,3.98,30,unknown,unknown,unknown
7866,Sus Scrofa In Caribaeis,Łąkomin,Porter - Imperial / Double,6.8,2019-01-11,4,30,unknown,unknown,unknown
7867,Basior Mead Barrel Aged,Łąkomin,Barleywine - American,6.8,2018-09-01,3.85,80,unknown,unknown,unknown
7868,Dziki Dzik Na Torfowisku,Łąkomin,Porter - Baltic,6.8,2017-10-14,3.95,27,unknown,unknown,unknown
7869,Słodycz Łąki,M.K. Piwowar,Mead - Metheglin,6.8,2018-10-31,4.11,46,unknown,unknown,unknown
7870,Alcohol Free Cider,Mac Ivors Cider,Cider - Dry,0.5,2020-02-20,3.73,15,unknown,unknown,unknown
7871,Vintage Reserve Cider,Mac Ivors Cider,Cider - Traditional / Apfelwein,5,2017-06-16,3.69,13,unknown,unknown,unknown
7872,Plum & Ginger Cider,Mac Ivors Cider,Cider - Herbed / Spiced / Hopped,4,2016-06-12,3.59,17,unknown,unknown,unknown
7873,Medium Cider,Mac Ivors Cider,Cider - Traditional / Apfelwein,4.5,2013-04-23,3.55,13,unknown,unknown,unknown
7874,Traditional Dry Cider,Mac Ivors Cider,Cider - Dry,5.6,2018-08-27,3.62,15,unknown,unknown,unknown
7875,Fruit Touch,Mad Brew,Sour - Fruited,5.5,2023-12-31,3.5,11,unknown,unknown,unknown
7876,Super Banan,Mad Brew,Stout - Imperial / Double Pastry,6.8,2023-12-07,4,35,unknown,unknown,unknown
7877,Devil's Brew Darkness Gose,Mad Brew,Sour - Other Gose,4.5,2023-11-20,3.84,9,unknown,unknown,unknown
7878,Hemoglobin,Mad Brew,Sour - Other Gose,4.5,2023-11-05,4.04,9,unknown,unknown,unknown
7879,Scrumpy Still Cider,Mad Brew,Fruit Beer,6.5,2023-11-03,3.76,15,unknown,unknown,unknown
7880,SmoothieMaker Ketchup BBQ,Mad Brew,Sour - Other Gose,4.3,2023-10-24,3.85,9,unknown,unknown,unknown
7881,Harissa Mint,Mad Brew,Sour - Other Gose,4.5,2023-10-21,3.58,9,unknown,unknown,unknown
7882,Almond,Mad Brew,Stout - Pastry,6.5,2023-10-20,3.91,27,unknown,unknown,unknown
7883,Crystal Clear Centennial IPA,Mad Brew,IPA - American,6.5,2023-10-12,3.89,65,unknown,unknown,unknown
7884,Lager 13 Fresh Hop 2023!,Mad Brew,Lager - Other,5.4,2023-10-07,3.52,25,unknown,unknown,unknown
7885,Harissa,Mad Brew,Sour - Other Gose,4.5,2023-09-27,3.98,9,unknown,unknown,unknown
7886,Faerie,Mad Brew,IPA - New England / Hazy,6.5,2023-09-22,3.51,32,unknown,unknown,unknown
7887,Ale UA,Mad Brew,Other,6.7,2023-09-09,3.48,26,unknown,unknown,unknown
7888,MAD IPA (№11) Raipur,Mad Brew,IPA - American,5.6,2023-08-25,3.52,50,unknown,unknown,unknown
7889,Panasia,Mad Brew,Sour - Other Gose,5,2023-08-23,3.58,9,unknown,unknown,unknown
7890,Ji-biru,Mad Brew,Lager - Japanese Rice,5,2023-08-09,3.47,15,unknown,unknown,unknown
7891,SmothieMaker Tomato BBQ,Mad Brew,Sour - Other Gose,4,2023-08-09,3.74,9,unknown,unknown,unknown
7892,Портер 20°,Mad Brew,Porter - Other,6.5,2023-08-09,3.72,26,unknown,unknown,unknown
7893,Craft Star Lager,Mad Brew,Lager - Pale,5,2023-08-06,3.23,19,unknown,unknown,unknown
7894,Princess Duri,Mad Brew,Sour - Other Gose,4.5,2023-08-02,3.97,9,unknown,unknown,unknown
7895,Camarillo,Mad Brewing,IPA - American,6.2,2016-11-11,3.78,49,unknown,unknown,unknown
7896,Tomattoro: Tom Yam,Mad Frog Brewery,Sour - Other,4.2,2023-12-22,4.77,16,unknown,unknown,unknown
7897,Wild Frog,Mad Frog Brewery,Wild Ale - Other,6.8,2023-12-16,4.25,18,unknown,unknown,unknown
7898,Need For Travel,Mad Frog Brewery,IPA - American,6.5,2023-11-24,3.86,49,"El Dorado, Galaxy, Cascade, Cashmere",unknown,unknown
7899,Hungry For Apples? *demi Sec Version,Mad Frog Brewery,Mead - Cyser,6.8,2023-11-03,4.21,10,unknown,unknown,unknown
7900,Tomattoro: Smoked Piri-Piri,Mad Frog Brewery,Sour - Other Gose,5.2,2023-10-11,4.51,9,unknown,unknown,unknown
7901,Compliment: Black Currant,Mad Frog Brewery,Mead - Melomel,6.8,2023-09-29,4.48,12,unknown,unknown,Black Currant
7902,Light Form of Lycantrophy,Mad Frog Brewery,Mead - Melomel,6.8,2023-09-14,4.4,12,unknown,unknown,unknown
7903,Frogs & Bones,Mad Frog Brewery,Stout - Russian Imperial,6.8,2023-08-12,4.01,52,unknown,unknown,unknown
7904,Make Me Flowing Your Mustache!,Mad Frog Brewery,Mead - Cyser,6.8,2023-07-29,4.35,10,unknown,unknown,unknown
7905,Апельсиновое дерево в лавандовом поле,Mad Frog Brewery,Mead - Melomel,6.8,2023-07-29,4.51,12,unknown,unknown,unknown
7906,ABSOlutelyYES: Peach & Pear,Mad Frog Brewery,IPA - Milkshake,5.8,2023-06-09,4.05,45,"Mosaic, Wai-iti",unknown,"Peach, Pear"
7907,Tomattoro: Smoked Moruga,Mad Frog Brewery,Sour - Other Gose,4.8,2023-05-31,4.36,9,unknown,unknown,unknown
7908,Tomattoro: Eggscellent,Mad Frog Brewery,Sour - Other Gose,5,2023-05-13,4.33,9,unknown,unknown,unknown
7909,Everyday IPA: Mosaic & Cascade,Mad Frog Brewery,IPA - American,5.6,2023-05-11,3.96,49,"Mosaic, Cascade",unknown,unknown
7910,Tomattoro: Red Ghost Pepper,Mad Frog Brewery,Sour - Other Gose,4.8,2023-04-21,4.36,9,unknown,unknown,unknown
7911,Tomattoro: Carolina&Moruga,Mad Frog Brewery,Sour - Other Gose,4.8,2023-04-06,4.38,9,unknown,unknown,unknown
7912,Spring Comes Juicy,Mad Frog Brewery,IPA - Other,6,2023-03-27,4.21,46,"Citra, Mosaic, Simcoe",unknown,"Lactose, Lemon, Peach, Apple"
7913,Naked Dessert After Mess,Mad Frog Brewery & Spin Bar,Mead - Other,6.8,2023-03-25,4.6,16,unknown,unknown,unknown
7914,Kombucha Strawberry,Mad Frog Brewery,Hard Kombucha / Jun,1,2023-03-08,4.05,27,unknown,unknown,unknown
7915,Orangina,Mad Frog Brewery,Sour - Fruited,5.4,2023-03-02,4.11,11,unknown,unknown,unknown
7916,Oatmeal Stout,Mad Knight Brewing Company,Stout - Oatmeal,0,2020-07-31,3.72,26,unknown,unknown,unknown
7917,Tangerine Drizzle Cake,Mad Scientist,Sour - Smoothie / Pastry,6.8,2021-09-20,3.82,9,unknown,unknown,"Tangerine, Vanilla, Lactose"
7918,DDH Madhouse,Mad Scientist,IPA - New England / Hazy,5.5,2021-07-21,3.74,32,unknown,unknown,unknown
7919,Astral Projection HBC522,Mad Scientist,IPA - Imperial / Double,6.8,2021-05-21,3.82,74,unknown,unknown,unknown
7920,North X Mad Scientist Eclipse DIPA,North Brewing Co. & Mad Scientist,IPA - Imperial / Double New England / Hazy,6.8,2021-05-17,4.01,39,unknown,unknown,unknown
7921,Tropical Space Muffin,Mad Scientist,Sour - Smoothie / Pastry,6.8,2020-09-10,3.65,9,unknown,unknown,unknown
7922,Rákóczi Túrós,Mad Scientist,Sour - Smoothie / Pastry,6.8,2019-08-05,3.76,9,unknown,unknown,unknown
7923,Magyar Uborkasaláta,AF Brew & Mad Scientist,Sour - Berliner Weisse,5,2018-01-23,3.52,8,unknown,unknown,unknown
7924,Monkey Temple,Mad Scientist,Wheat Beer - Hefeweizen,4.6,2016-04-07,3.43,13,unknown,unknown,unknown
7925,Native,Mad Squirrel Brewery,Lager - Helles,5,2019-07-01,3.49,18,unknown,unknown,unknown
7926,Big Sea,Mad Squirrel Brewery,IPA - American,5.5,2019-03-26,3.65,40,unknown,unknown,unknown
7927,Roadkill,Mad Squirrel Brewery,IPA - New England / Hazy,6.5,2017-09-20,3.75,43,unknown,unknown,unknown
7928,Zealous,Mad Squirrel Brewery,Pilsner - German,4.4,2015-05-25,3.46,25,unknown,unknown,unknown
7929,$UMO,Mad Squirrel Brewery,Pale Ale - American,4.7,2015-05-06,3.69,34,unknown,unknown,unknown
7930,De La Crème,Mad Squirrel Brewery,Stout - Milk / Sweet,4.5,2014-10-27,3.63,25,unknown,unknown,unknown
7931,Mister Squirrel,Mad Squirrel Brewery,Bitter - Session / Ordinary,4,2012-10-30,3.36,32,unknown,unknown,unknown
7932,Uborkasaláta & Funk,MadX,Farmhouse Ale - Other,4.2,2021-06-10,3.73,15,unknown,unknown,unknown
7933,Nothing To Lose,MadX,Sour - Flanders Red Ale,5.1,2021-05-19,3.9,18,unknown,unknown,unknown
7934,Maybe Together We Can Get Somewhere,MadX,Sour - Flanders Red Ale,5.1,2021-04-21,3.83,18,unknown,unknown,unknown
7935,Stone & Funk,MadX,Farmhouse Ale - Other,5.4,2021-01-13,3.96,15,unknown,unknown,unknown
7936,Hard Cider Sweet / Sidra Dulce,Maeloc,Cider - Sweet,4.1,2014-02-02,3.09,7,unknown,unknown,unknown
7937,Sidra Natural (Ecológica),Maeloc,Cider - Traditional / Apfelwein,5.5,2013-12-31,3.45,13,unknown,unknown,unknown
7938,Hard Cider Extra / Sidra Extra (Ecológica),Maeloc,Cider - Traditional / Apfelwein,4.1,2013-12-21,3.57,13,unknown,unknown,unknown
7939,Dry Hard Cider / Sidra Seca,Maeloc,Cider - Dry,4.5,2013-08-13,3.3,15,unknown,unknown,unknown
7940,Manzanova Sidra Ecologica,Maeloc,Cider - Traditional / Apfelwein,4,2011-11-28,3.35,13,unknown,unknown,unknown
7941,Resourceful Micro IPA DDH Cryo,Ермолаевъ & Mager Brewery,IPA - Session,4,2021-08-31,3.93,40,unknown,unknown,unknown
7942,Let It Sour,Magic Mess,Sour - Fruited,6.8,2023-11-21,4.27,11,unknown,unknown,unknown
7943,Magic Krang,Magic Mess,Stout - Pastry,6,2023-11-17,4.07,27,unknown,unknown,unknown
7944,Reflection,Magic Mess,Sour - Smoothie / Pastry,5,2023-10-30,4.12,9,unknown,unknown,unknown
7945,The Walking Duck,Magic Mess,Sour - Fruited,5.5,2023-09-27,4.31,11,unknown,unknown,unknown
7946,Acid Gamer,Magic Mess,Sour - Fruited,6.5,2023-09-25,4.15,11,unknown,unknown,unknown
7947,Barbie Duck,Magic Mess,Sour - Fruited,5,2023-09-09,4.06,11,unknown,unknown,unknown
7948,Grab Some Cookies!,Magic Mess,Stout - Other,5,2023-08-31,3.88,28,unknown,unknown,unknown
7949,Marzipan Duckffiti,Magic Mess,Stout - Other,5,2023-08-31,3.7,28,unknown,unknown,unknown
7950,Master,Magic Mess,Sour - Other Gose,4,2023-08-09,3.7,9,unknown,unknown,unknown
7951,Mich,Magic Mess,Sour - Berliner Weisse,4,2023-08-08,4,8,unknown,unknown,unknown
7952,Donny,Magic Mess,Sour - Berliner Weisse,4,2023-08-08,3.89,8,unknown,unknown,unknown
7953,Duck Mask,Magic Mess,Sour - Fruited,5,2023-07-24,4.08,11,unknown,unknown,unknown
7954,KRYATOS: DUCK OF DUCKS,Magic Mess,IPA - Imperial / Double New England / Hazy,6.8,2023-07-24,3.07,39,unknown,unknown,unknown
7955,Duck of Thunder,Magic Mess,Sour - Fruited,5,2023-07-17,4.1,11,unknown,unknown,unknown
7956,Groot Duck,Magic Mess,Sour - Fruited,5,2023-07-17,4.07,11,unknown,unknown,unknown
7957,Spider-duck,Magic Mess,Sour - Fruited,5,2023-07-17,4.02,11,unknown,unknown,unknown
